cvm_code,trade_name,b3_trade_name,b3_issuer_code,b3_segment,b3_sector,available_years
907485,RUASINVEST,RUASINVEST,RSVT,NaN,NaN,0
907493,BANDEIRANTES,BANDEIRANTES,RTBD,NaN,NaN,0
907501,RVACONSTRUCO,RVACONSTRUCO,RVAC,NaN,NaN,0
907519,REVITAENG,REVITAENG,RVTA,NaN,NaN,0
907527,AGUASDOBRASI,AGUASDOBRASI,SAAB,NaN,NaN,0
907535,SACAVALCANTE,SACAVALCANTE,SACV,NaN,NaN,0
907543,JSAFRABM,JSAFRABM,SAFR,NaN,NaN,0
907550,SOCADMESTSER,SOCADMESTSER,SASS,NaN,NaN,0
907568,SAXCFI,SAXCFI,SAXC,NaN,NaN,0
907576,SBBONSUCESSO,SBBONSUCESSO,SBBO,NaN,NaN,0
907584,SECULUS,SECULUS,SCAZ,NaN,NaN,0
907592,SICREDIBM,SICREDIBM,SCDI,NaN,NaN,0
907659,SCGIII,SCGIII,SCGH,NaN,NaN,0
907667,BCVBM,BCVBM,SCHI,NaN,NaN,0
907675,SECID,SECID,SCID,NaN,NaN,0
907683,SCALINA,SCALINA,SCLN,NaN,NaN,0
907691,SCANIABM,SCANIABM,SCNA,NaN,NaN,0
907709,SANTACRUZ,SANTACRUZ,SCPW,NaN,NaN,0
907717,VOTOSIDER,VOTOSIDER,SDBM,NaN,NaN,0
907725,SENFFCFI,SENFFCFI,SENF,NaN,NaN,0
907733,BRASILEIRAPA,BRASILEIRAPA,SFBR,NaN,NaN,0
907741,PROSEGPART,PROSEGPART,SGCE,NaN,NaN,0
907808,PALMARIII,PALMARIII,SIII,NaN,NaN,0
907816,SINOSSERRACF,SINOSSERRACF,SINO,NaN,NaN,0
907824,SOBRALSOLAR,SOBRALSOLAR,SISE,NaN,NaN,0
907832,SOLFARMA,SOLFARMA,SLFM,NaN,NaN,0
907840,CCBBRASILCFI,CCBBRASILCFI,SLFN,NaN,NaN,0
907857,LOURENCO,LOURENCO,SLOU,NaN,NaN,0
907865,SOLARIS,SOLARIS,SLRI,NaN,NaN,0
907873,SAMAR,SAMAR,SLUA,NaN,NaN,0
907881,SALUSII,SALUSII,SLUD,NaN,NaN,0
907899,SALUS,SALUS,SLUS,NaN,NaN,0
907907,SOLVIPART,SOLVIPART,SLVI,NaN,NaN,0
907915,SMARTNET,SMARTNET,SMAH,NaN,NaN,0
907923,SMARTRIO,SMARTRIO,SMRR,NaN,NaN,0
907931,SUMITOMOBM,SUMITOMOBM,SMTM,NaN,NaN,0
907949,SONDA,SONDA,SNDA,NaN,NaN,0
907956,PALMARVII,PALMARVII,SNII,NaN,NaN,0
907964,PALMARIV,PALMARIV,SNIV,NaN,NaN,0
907980,SANTANACFI,SANTANACFI,SNTN,NaN,NaN,0
907998,PALMARVI,PALMARVI,SNVI,NaN,NaN,0
908004,SPENIDOCONC,SPENIDOCONC,SOAR,NaN,NaN,0
908012,SOCINALCFI,SOCINALCFI,SOCI,NaN,NaN,0
908020,SOROCREDCFI,SOROCREDCFI,SORO,NaN,NaN,0
908038,SIPCAMNICHIN,SIPCAMNICHIN,SPCM,NaN,NaN,0
908046,SOLAIR,SOLAIR,SPEB,NaN,NaN,0
908079,SPETURBINA16,SPETURBINA16,SPEE,NaN,NaN,0
908087,SPISA,SPISA,SPIF,NaN,NaN,0
908095,SPMAR,SPMAR,SPMA,NaN,NaN,0
908103,SOARES,SOARES,SPND,NaN,NaN,0
908111,ESPERANZA,ESPERANZA,SPRZ,NaN,NaN,0
908129,SUPERVIA,SUPERVIA,SPVI,NaN,NaN,0
908137,SEQUOIALOG,SEQUOIALOG,SQOI,NaN,NaN,0
908145,SRCSEC,SRCSEC,SRCS,NaN,NaN,0
908152,SERIDO,SERIDO,SRDO,NaN,NaN,0
908160,SERTAOENERGI,SERTAOENERGI,SRNV,NaN,NaN,0
908178,BRKRIODASOST,BRKRIODASOST,SROP,NaN,NaN,0
908186,SERRAS,SERRAS,SRRH,NaN,NaN,0
908194,SERTAOISOLAR,SERTAOISOLAR,SRTI,NaN,NaN,0
908202,RADIOALTEROS,RADIOALTEROS,SRTV,NaN,NaN,0
908210,SARAIVAEDUC,SARAIVAEDUC,SRVA,NaN,NaN,0
908236,ASSURUAISPE,ASSURUAISPE,SSRU,NaN,NaN,0
908244,EOLICASERRAS,EOLICASERRAS,SSTN,NaN,NaN,0
908251,SETAH,SETAH,STAH,NaN,NaN,0
908269,SETEBRASILPA,SETEBRASILPA,STEB,NaN,NaN,0
908277,SANTOSENERGI,SANTOSENERGI,STEP,NaN,NaN,0
908285,STATEGRID,STATEGRID,STGD,NaN,NaN,0
908293,PALMARV,PALMARV,STLV,NaN,NaN,0
908301,STARONE,STARONE,STRO,NaN,NaN,0
908319,TRANSNORDEST,TRANSNORDEST,STSN,NaN,NaN,0
908327,PALMARI,PALMARI,STVI,NaN,NaN,0
908335,SANTINVESTCF,SANTINVESTCF,STVT,NaN,NaN,0
908343,CHSUCURI,CHSUCURI,SUCU,NaN,NaN,0
908350,SUSTENTASA,SUSTENTASA,SUTE,NaN,NaN,0
908368,PALMARII,PALMARII,SVII,NaN,NaN,0
908376,SANTAVITORIA,SANTAVITORIA,SVIT,NaN,NaN,0
908384,PALMARIX,PALMARIX,SVIX,NaN,NaN,0
908392,VITORIAENERG,VITORIAENERG,SVTR,NaN,NaN,0
908400,PALMARX,PALMARX,SVTX,NaN,NaN,0
908418,PALMARXI,PALMARXI,SVXI,NaN,NaN,0
908426,PALMARXII,PALMARXII,SXII,NaN,NaN,0
908434,SANTISTA,SANTISTA,TAVX,NaN,NaN,0
908442,TCIBPO,TCIBPO,TCIB,NaN,NaN,0
908459,TRICURYBM,TRICURYBM,TCRY,NaN,NaN,0
908467,EOLICATEIU,EOLICATEIU,TEIU,NaN,NaN,0
908475,TENCOSHOP,TENCOSHOP,TENC,NaN,NaN,0
908483,TFB,TFB,TFBR,NaN,NaN,0
908491,FORTUNA,FORTUNA,TFCM,NaN,NaN,0
908566,TEFE,TEFE,TFSP,NaN,NaN,0
908574,TJMM,TJMM,TJMM,NaN,NaN,0
908582,TOPICO,TOPICO,TLGE,NaN,NaN,0
908590,TULIP,TULIP,TLIP,NaN,NaN,0
908608,TOSCANA,TOSCANA,TOSN,NaN,NaN,0
908616,MATRINCHA,MATRINCHA,TPNO,NaN,NaN,0
908624,GUARACIABA,GUARACIABA,TPSU,NaN,NaN,0
908632,TOPAZIOBM,TOPAZIOBM,TPZB,NaN,NaN,0
908640,TRIUNFOSA,TRIUNFOSA,TRIU,NaN,NaN,0
908699,TRANSLESTE,TRANSLESTE,TRLT,NaN,NaN,0
908707,TRAPEZIO,TRAPEZIO,TRPZ,NaN,NaN,0
908715,TRANSIRAPE,TRANSIRAPE,TRSR,NaN,NaN,0
908723,TRANSUDESTE,TRANSUDESTE,TRSU,NaN,NaN,0
908731,TRAVESSIA I,TRAVESSIA I,TRVA,NaN,NaN,0
908749,TRX,TRX,TRXH,NaN,NaN,0
908756,SULBRASILEIR,SULBRASILEIR,TSBE,NaN,NaN,0
908764,TRAVESSIA II,TRAVESSIA II,TSCF,NaN,NaN,0
908772,SULLITORANEA,SULLITORANEA,TSLE,NaN,NaN,0
908780,TUPER,TUPER,TUPR,NaN,NaN,0
908798,LABTEUTOBR,LABTEUTOBR,TUTO,NaN,NaN,0
908806,TAVEXIND,TAVEXIND,TVEX,NaN,NaN,0
908814,VIANA,VIANA,TVIA,NaN,NaN,0
908822,TYPUS43,TYPUS43,TYPS,NaN,NaN,0
908830,3ZREALTY,3ZREALTY,TZRD,NaN,NaN,0
908848,CERRADINHOEN,CERRADINHOEN,UCAA,NaN,NaN,0
908855,CAICARAI,CAICARAI,UEEC,NaN,NaN,0
908863,JUNCOI,JUNCOI,UEEJ,NaN,NaN,0
908871,ULTRAFERTIL,ULTRAFERTIL,ULFT,NaN,NaN,0
908889,UEMMINERACAO,UEMMINERACAO,UMMC,NaN,NaN,0
908897,EOLICAJUNCOI,EOLICAJUNCOI,UNEJ,NaN,NaN,0
908905,HIPERCARDBM,HIPERCARDBM,UNET,NaN,NaN,0
908913,AGORACFI,AGORACFI,UNLT,NaN,NaN,0
908921,UNIMEDRIOPAR,UNIMEDRIOPAR,UNRP,NaN,NaN,0
908939,UNIAOQUIMICA,UNIAOQUIMICA,UQFN,NaN,NaN,0
908947,URBAMAIS,URBAMAIS,URBS,NaN,NaN,0
908954,SANTAURSULA,SANTAURSULA,URSL,NaN,NaN,0
908962,CAETE,CAETE,USCA,NaN,NaN,0
908970,CAICARAII,CAICARAII,USEC,NaN,NaN,0
908988,USSGERENCIAD,USSGERENCIAD,USSG,NaN,NaN,0
908996,UTCPARTICIP,UTCPARTICIP,UTCP,NaN,NaN,0
909002,PARNAIBAIII,PARNAIBAIII,UTEP,NaN,NaN,0
909010,LOGBRAS,LOGBRAS,VAND,NaN,NaN,0
909028,VITACONPART,VITACONPART,VCON,NaN,NaN,0
909036,VDBF2,VDBF2,VDBF,NaN,NaN,0
909044,VERDE08ENERG,VERDE08ENERG,VDEN,NaN,NaN,0
909051,VENTOSRENOV,VENTOSRENOV,VGRA,NaN,NaN,0
909069,RODOVIASOEST,RODOVIASOEST,VIAL,NaN,NaN,0
909077,VIDROPORTO,VIDROPORTO,VIDR,NaN,NaN,0
909085,PALMARVIII,PALMARVIII,VIII,NaN,NaN,0
909093,VIPALBM,VIPALBM,VIPL,NaN,NaN,0
909101,VLI,VLI,VLIM,NaN,NaN,0
909119,VLIOPEPORTU,VLIOPEPORTU,VLIO,NaN,NaN,0
909127,VALEPAR,VALEPAR,VLPR,NaN,NaN,0
909135,VILAREAL,VILAREAL,VLRL,NaN,NaN,0
909143,EOLICAVERMEL,EOLICAVERMEL,VMII,NaN,NaN,0
909150,VIMASA,VIMASA,VMSA,NaN,NaN,0
909168,VENTOSSAOTIT,VENTOSSAOTIT,VNTT,NaN,NaN,0
909176,VOGELSOLUCOE,VOGELSOLUCOE,VOGL,NaN,NaN,0
909184,VOLTALIA,VOLTALIA,VOLT,NaN,NaN,0
909218,PIRACICABANA,PIRACICABANA,VPRC,NaN,NaN,0
909226,VIRACOPOS,VIRACOPOS,VRCP,NaN,NaN,0
909242,VEREDAS,VEREDAS,VRDS,NaN,NaN,0
909267,SAOCLEMENTE,SAOCLEMENTE,VSCL,NaN,NaN,0
909275,VENTOSSTOEST,VENTOSSTOEST,VSEH,NaN,NaN,0
909283,BOAVISTA2,BOAVISTA2,VSEN,NaN,NaN,0
909291,VENTOSSJH,VENTOSSJH,VSJH,NaN,NaN,0
909309,VENTOSSTALUI,VENTOSSTALUI,VSLZ,NaN,NaN,0
909317,VENTOSSAOTOM,VENTOSSAOTOM,VSTH,NaN,NaN,0
909325,VENTOS,VENTOS,VSUR,NaN,NaN,0
909333,VENTOSSTAALB,VENTOSSTAALB,VTAE,NaN,NaN,0
909341,SANTOAGOSTIN,SANTOAGOSTIN,VTAR,NaN,NaN,0
909358,VENTOSCASIMI,VENTOSCASIMI,VTCE,NaN,NaN,0
909366,VOTOCIMENTOS,VOTOCIMENTOS,VTCT,NaN,NaN,0
909374,VITALENG,VITALENG,VTEG,NaN,NaN,0
909382,SAOADEODATO,SAOADEODATO,VTEN,NaN,NaN,0
909390,VENTOSSTOAFO,VENTOSSTOAFO,VTER,NaN,NaN,0
909457,VALEDOTIJUCO,VALEDOTIJUCO,VTIJ,NaN,NaN,0
909465,SAOMIGUEL,SAOMIGUEL,VTLA,NaN,NaN,0
909473,VENTOSVICENT,VENTOSVICENT,VTSS,NaN,NaN,0
909481,SAOVINICIUS,SAOVINICIUS,VTVE,NaN,NaN,0
909499,VILAVELHAADM,VILAVELHAADM,VVLH,NaN,NaN,0
909507,WINDEPAR,WINDEPAR,WDPR,NaN,NaN,0
909515,MIZUHOBM,MIZUHOBM,WTLB,NaN,NaN,0
909523,WTORRE,WTORRE,WTSA,NaN,NaN,0
909531,WWHOLDING,WWHOLDING,WWHD,NaN,NaN,0
909549,XMASSETO,XMASSETO,XMSS,NaN,NaN,0
909598,XINGUENERGIA,XINGUENERGIA,XNGU,NaN,NaN,0
909606,XNICEPART,XNICEPART,XNIC,NaN,NaN,0
909614,XPINVESTIMEN,XPINVESTIMEN,XPVS,NaN,NaN,0
909622,YAMAHABM,YAMAHABM,YAHA,NaN,NaN,0
909630,YUNY,YUNY,YUNY,NaN,NaN,0
909648,ZIONCAPITAL,ZIONCAPITAL,ZION,NaN,NaN,0
909655,ZEMA,ZEMA,ZMPT,NaN,NaN,0
909663,VOTORANTIMBM,VOTORANTIMBM,ZXSZ,NaN,NaN,0
909671,BRADESCOFINA,BRADESCOFINA,ZYQZ,NaN,NaN,0
909689,ABRIL COM,ABRIL COM,NaN,NaN,NaN,0
909697,APERAM,APERAM,ACES,NaN,NaN,0
909705,AGIBANKBC,AGIBANKBC,AGBK,NaN,NaN,0
909713,AGROVALE,AGROVALE,AGVL,NaN,NaN,0
909739,BOCOMBBMBM,BOCOMBBMBM,BBHI,NaN,NaN,0
909747,BCOSISTEMABM,BCOSISTEMABM,BBRA,NaN,NaN,0
909754,CLAROSA,CLAROSA,BCPS,NaN,NaN,0
909762,BANDEPEBM,BANDEPEBM,BDEP,NaN,NaN,0
909770,BHGSA,BHGSA,BHGR,NaN,NaN,0
909788,CCBBM,CCBBM,BICB,NaN,NaN,0
909820,CCCAMARGOCOR,CCCAMARGOCOR,CCCC,NaN,NaN,0
909846,CC DES IMOB,CC DES IMOB,CCIM,NaN,NaN,0
909853,CEDULA,CEDULA,CEFI,NaN,NaN,0
909887,TESC TERM SC,TESC TERM SC,CJEN,NaN,NaN,0
909895,CPM,CPM,CPMS,NaN,NaN,0
909903,DMCARD,DMCARD,NaN,NaN,NaN,0
909911,ECOSUL,ECOSUL,ECOS,NaN,NaN,0
909937,FORNODEMINAS,FORNODEMINAS,FOMS,NaN,NaN,0
909952,AMARELA,AMARELA,LMSA,NaN,NaN,0
909960,MAKROATACADI,MAKROATACADI,MAKR,NaN,NaN,0
909978,MAQBRASIL,MAQBRASIL,MAQN,NaN,NaN,0
909994,POLO FILMS,POLO FILMS,PLFS,NaN,NaN,0
910000,RI HAPPY,RI HAPPY,RHPY,NaN,NaN,0
910018,RIOGRANDENSE,RIOGRANDENSE,RIPI,NaN,NaN,0
910026,SOFISABM,SOFISABM,SFSA,NaN,NaN,0
910034,SIFCO,SIFCO,SIFC,NaN,NaN,0
910042,TAM L.AEREAS,TAM L.AEREAS,TAML,NaN,NaN,0
910067,TELEMARNORTE,TELEMARNORTE,TMAR,NaN,NaN,0
910075,TANGARA,TANGARA,TREG,NaN,NaN,0
910083,TIVIT,TIVIT,TVIT,NaN,NaN,0
910109,VOTCIMENTOS,VOTCIMENTOS,VEBM,NaN,NaN,0
910133,VISION SEC,VISION SEC,VSON,NaN,NaN,0
910141,ABCONCESSOES,ABCONCESSOES,ATBC,NaN,NaN,0
910158,BRENNAND,BRENNAND,BRND,NaN,NaN,0
910166,DIAMANTINA,DIAMANTINA,EDTE,NaN,NaN,0
910174,TRAVE III,TRAVE III,TVSA,NaN,NaN,0
910182,TRAVE IV,TRAVE IV,TVIV,NaN,NaN,0
910190,TRAVE V,TRAVE V,TVSV,NaN,NaN,0
910208,PIRAPOA SOLA,PIRAPOA SOLA,PRAS,NaN,NaN,0
910216,BRASIL PCH,BRASIL PCH,BPCH,NaN,NaN,0
910224,CORPOREOS,CORPOREOS,CTEP,NaN,NaN,0
910232,TPE - TRANS,TPE - TRANS,TPEN,NaN,NaN,0
910240,ETB - TRANSM,ETB - TRANSM,ETBA,NaN,NaN,0
910257,TCC - TRANSM,TCC - TRANSM,TRCC,NaN,NaN,0
910265,VDQHOLDINGS,VDQHOLDINGS,VDQH,NaN,NaN,0
910273,ELE RONDONIA,ELE RONDONIA,CERO,NaN,NaN,0
910281,CAMPO LARGO,CAMPO LARGO,CLGP,NaN,NaN,0
910299,SAOPATRICIO,SAOPATRICIO,EGSP,NaN,NaN,0
910307,REC CAJAMAR,REC CAJAMAR,RECC,NaN,NaN,0
910315,PADUA IV,PADUA IV,PADP,NaN,NaN,0
910323,GLPIPARTICIP,GLPIPARTICIP,GLPI,NaN,NaN,0
910331,MINORGAN,MINORGAN,MNGN,NaN,NaN,0
910349,INTEGTRANS,INTEGTRANS,ITGT,NaN,NaN,0
910356,REC CIPASA,REC CIPASA,RCPS,NaN,NaN,0
910364,SULAMERICANA,SULAMERICANA,SULD,NaN,NaN,0
910372,OLIMPIO,OLIMPIO,OPEI,NaN,NaN,0
910380,PHOENIX,PHOENIX,PNXT,NaN,NaN,0
910398,BETANIA LACT,BETANIA LACT,CBLT,NaN,NaN,0
910448,ARCOVERDE,ARCOVERDE,ARCV,NaN,NaN,0
910463,BELAGRICOLA,BELAGRICOLA,BELA,NaN,NaN,0
910471,MOBPARTICIP,MOBPARTICIP,MOBP,NaN,NaN,0
910489,ARTHURLUNDG,ARTHURLUNDG,CPNB,NaN,NaN,0
910497,PORTOPRIMA,PORTOPRIMA,PPTE,NaN,NaN,0
910505,ENELSULSOLAR,ENELSULSOLAR,EGNO,NaN,NaN,0
910513,ENELLAPA,ENELLAPA,EGBJ,NaN,NaN,0
910521,ENELNOVALAPA,ENELNOVALAPA,EGNL,NaN,NaN,0
910539,ENELNOVAOLIN,ENELNOVAOLIN,EGPN,NaN,NaN,0
910547,ENELCRISTII,ENELCRISTII,EGII,NaN,NaN,0
910588,ENELCSOLAR,ENELCSOLAR,EGCS,NaN,NaN,0
910596,ENELOLINORTE,ENELOLINORTE,EGNS,NaN,NaN,0
910604,ENELCRISTEOL,ENELCRISTEOL,EGCL,NaN,NaN,0
910612,EREN DRACENA,EREN DRACENA,EREN,NaN,NaN,0
910620,EQUATORIAL 1,EQUATORIAL 1,EQTS,NaN,NaN,0
910638,EQUATORIAL 2,EQUATORIAL 2,EQTN,NaN,NaN,0
910646,EQUATORIAL 3,EQUATORIAL 3,EQSP,NaN,NaN,0
910653,AUTOSTRADE,AUTOSTRADE,ATRD,NaN,NaN,0
910661,CULTURAINGLE,CULTURAINGLE,INGL,NaN,NaN,0
910679,CEPISA,CEPISA,CPIS,NaN,NaN,0
910687,VINEYARDS,VINEYARDS,VNYD,NaN,NaN,0
910695,RECAJAMAR,RECAJAMAR,RCCA,NaN,NaN,0
910703,EDPMG,EDPMG,MGSP,NaN,NaN,0
910711,FEENIX,FEENIX,FEEN,NaN,NaN,0
910737,PORTOLOC,PORTOLOC,PPLV,NaN,NaN,0
910745,PORTOSEG,PORTOSEG,PTSG,NaN,NaN,0
910752,JANAUBA,JANAUBA,JTEE,NaN,NaN,0
910760,WAM BRASIL,WAM BRASIL,WMBR,NaN,NaN,0
910778,BONSVENTOS,BONSVENTOS,GEBV,NaN,NaN,0
910786,GUARUPART,GUARUPART,GPPL,NaN,NaN,0
910794,IBIBRASIL,IBIBRASIL,IBIB,NaN,NaN,0
910802,RECJUNDIAI,RECJUNDIAI,RECJ,NaN,NaN,0
910810,PARNAIBAI,PARNAIBAI,PNBI,NaN,NaN,0
910828,PARNAIBA II,PARNAIBA II,PIIG,NaN,NaN,0
910836,CUTIA,CUTIA,CUTI,NaN,NaN,0
910851,SAMM,SAMM,SAMM,NaN,NaN,0
910869,UNYLEYA,UNYLEYA,UNYL,NaN,NaN,0
910877,EBEC,EBEC,NaN,NaN,NaN,0
910885,CURA,CURA,BRCU,NaN,NaN,0
910893,QUATA,QUATA,QUAT,NaN,NaN,0
910901,TENDA ATACAD,TENDA ATACAD,TNDA,NaN,NaN,0
910919,TROPICALIA,TROPICALIA,TRPI,NaN,NaN,0
910927,IBIAPABA,IBIAPABA,IBPB,NaN,NaN,0
910935,SERTANEJA,SERTANEJA,SERJ,NaN,NaN,0
910943,SAGA,SAGA,SAGA,NaN,NaN,0
910950,EQUATORIAL5,EQUATORIAL5,EQTC,NaN,NaN,0
910968,SHOPCIDADAO,SHOPCIDADAO,EBIG,NaN,NaN,0
910976,VERTGYRA,VERTGYRA,GYRA,NaN,NaN,0
910984,BARTOLOMEU,BARTOLOMEU,BTLM,NaN,NaN,0
910992,ALIANCATRANS,ALIANCATRANS,ATGP,NaN,NaN,0
911008,NUBANK,NUBANK,NUFN,NaN,NaN,0
911016,GDM GENETICA,GDM GENETICA,GDMG,NaN,NaN,0
911024,TOP SERVICE,TOP SERVICE,TOPS,NaN,NaN,0
911032,SEEDCORP,SEEDCORP,SEHO,NaN,NaN,0
911040,GGSH,GGSH,GGSH,NaN,NaN,0
911057,RECGUARULHOS,RECGUARULHOS,RECG,NaN,NaN,0
911065,BABILONIA,BABILONIA,BBLN,NaN,NaN,0
911073,RIBER,RIBER,RKWS,NaN,NaN,0
911081,DELTA 7,DELTA 7,DETA,NaN,NaN,0
911099,DELTA 8,DELTA 8,DEET,NaN,NaN,0
911107,BRKOSTRAS,BRKOSTRAS,RIOO,NaN,NaN,0
911115,AGEO NORTE,AGEO NORTE,AGNN,NaN,NaN,0
911123,ALSOL,ALSOL,ALSR,NaN,NaN,0
911131,BRKDISPEN,BRKDISPEN,BRKP,NaN,NaN,0
911149,NORSAREFRISA,NORSAREFRISA,NRSA,NaN,NaN,0
911156,CARANDAIPART,CARANDAIPART,CDAI,NaN,NaN,0
911164,STONE PAGA,STONE PAGA,STNG,NaN,NaN,0
911172,MG3 INFRAEST,MG3 INFRAEST,LYOD,NaN,NaN,0
911180,DMPARTICIP,DMPARTICIP,DMPR,NaN,NaN,0
911198,FOCKINK SA,FOCKINK SA,HFCK,NaN,NaN,0
911206,GESTORA CRED,GESTORA CRED,GECR,NaN,NaN,0
911214,ECHOENERGIA,ECHOENERGIA,ECHP,NaN,NaN,0
911222,SUPERFRIO,SUPERFRIO,SFAG,NaN,NaN,0
911230,UHE S SIMAO,UHE S SIMAO,UHSM,NaN,NaN,0
911248,SAPORE S.A.,SAPORE S.A.,SAPE,NaN,NaN,0
911255,TRADEMASTER,TRADEMASTER,TDSP,NaN,NaN,0
911263,SON.ESTANCIA,SON.ESTANCIA,SNRA,NaN,NaN,0
911271,C6HOLDING SA,C6HOLDING SA,C6HG,NaN,NaN,0
911289,R046 RIO JAN,R046 RIO JAN,RJEP,NaN,NaN,0
911297,ENERG CANOAS,ENERG CANOAS,KNOA,NaN,NaN,0
911339,JURUENA PART,JURUENA PART,JURU,NaN,NaN,0
911347,CAINVESTMENT,CAINVESTMENT,CAIV,NaN,NaN,0
911354,MEDRAL ENGEN,MEDRAL ENGEN,MEDR,NaN,NaN,0
911362,CHIMARRAOENE,CHIMARRAOENE,CHTE,NaN,NaN,0
911370,TIBAGI ENERG,TIBAGI ENERG,TBEG,NaN,NaN,0
911388,VERT FINTECH,VERT FINTECH,CVRT,NaN,NaN,0
911396,CARBONO PART,CARBONO PART,CRBP,NaN,NaN,0
911404,AGUA AZULSPE,AGUA AZULSPE,SAAS,NaN,NaN,0
911412,GIRASSOLAGRI,GIRASSOLAGRI,GRSS,NaN,NaN,0
911420,VIDROSGLORIA,VIDROSGLORIA,MENG,NaN,NaN,0
911438,GLOBOCOMUNIC,GLOBOCOMUNIC,GLBO,NaN,NaN,0
911446,SCG IV HOLDI,SCG IV HOLDI,IVHG,NaN,NaN,0
911479,MANUF PREMIX,MANUF PREMIX,PRMX,NaN,NaN,0
911487,LAB SABIN SA,LAB SABIN SA,LSBI,NaN,NaN,0
911495,CGD EMPREEND,CGD EMPREEND,CGDE,NaN,NaN,0
911503,SABARAQUIMIC,SABARAQUIMIC,SAQI,NaN,NaN,0
911529,GRAAL PARTIC,GRAAL PARTIC,GRPS,NaN,NaN,0
911537,GOLARPOWERBR,GOLARPOWERBR,GLRP,NaN,NaN,0
911545,LEST LINHAS,LEST LINHAS,LELE,NaN,NaN,0
911552,USINAJEQUITI,USINAJEQUITI,USJB,NaN,NaN,0
911560,VERT-NEXOOS,VERT-NEXOOS,NEXO,NaN,NaN,0
911578,INFRA 6 PART,INFRA 6 PART,INPT,NaN,NaN,0
911586,LINHA15METRO,LINHA15METRO,CLMS,NaN,NaN,0
911594,SEB EDUCA BR,SEB EDUCA BR,SEBS,NaN,NaN,0
911602,CS BR TRANSP,CS BR TRANSP,CSBT,NaN,NaN,0
911610,GS INIMA IND,GS INIMA IND,GSII,NaN,NaN,0
911628,ELITE ENSINO,ELITE ENSINO,ELIT,NaN,NaN,0
911636,TRAMSITATIBA,TRAMSITATIBA,TEGT,NaN,NaN,0
911644,FSAGRO,FSAGRO,FSAI,NaN,NaN,0
911651,ATTEND,ATTEND,ATAM,NaN,NaN,0
911669,SUDESTETRANS,SUDESTETRANS,EPSD,NaN,NaN,0
911677,VIGOR FOOD,VIGOR FOOD,VIGR,NaN,NaN,0
911693,ASA,ASA,ASIC,NaN,NaN,0
911701,IPIRANGA AGR,IPIRANGA AGR,IPIA,NaN,NaN,0
911719,ELEMIDIA,ELEMIDIA,ECSM,NaN,NaN,0
911727,SELF IT HOLD,SELF IT HOLD,SLFT,NaN,NaN,0
911735,DRREDDYSFARM,DRREDDYSFARM,REDD,NaN,NaN,0
911743,JOHN DEERE,JOHN DEERE,INTN,NaN,NaN,0
911750,FABRIMARS.A.,FABRIMARS.A.,FAMR,NaN,NaN,0
911768,LAMBDA II,LAMBDA II,LBDA,NaN,NaN,0
911776,UBY AGROQUIM,UBY AGROQUIM,UBYA,NaN,NaN,0
911784,PARTAGE EMPR,PARTAGE EMPR,PTGE,NaN,NaN,0
911792,FROOTY,FROOTY,FRTY,NaN,NaN,0
911800,LUMINAE S/A,LUMINAE S/A,LMNE,NaN,NaN,0
911818,KIMBERLIT,KIMBERLIT,KMLT,NaN,NaN,0
911826,CONSIGNADOS,CONSIGNADOS,CSCF,NaN,NaN,0
911834,TEQUIMAR,TEQUIMAR,TQUI,NaN,NaN,0
911842,SKYSITES S/A,SKYSITES S/A,SKYS,NaN,NaN,0
911859,ENELVOLTA,ENELVOLTA,EGVG,NaN,NaN,0
911867,MODAL PARTIC,MODAL PARTIC,MODA,NaN,NaN,0
911875,AGUA LIMPA E,AGUA LIMPA E,AULE,NaN,NaN,0
911883,AREIAENERGIA,AREIAENERGIA,AREG,NaN,NaN,0
911958,BAHAMAS S/A,BAHAMAS S/A,SBHM,NaN,NaN,0
911966,ARTEON Z S/A,ARTEON Z S/A,ARTP,NaN,NaN,0
911974,PRUMO PARTIC,PRUMO PARTIC,PPIT,NaN,NaN,0
911982,MORI ENERGIA,MORI ENERGIA,MORI,NaN,NaN,0
911990,DELTA SUCRO,DELTA SUCRO,SRGI,NaN,NaN,0
912006,CONVICON,CONVICON,CVCN,NaN,NaN,0
912014,MPD INV IMOB,MPD INV IMOB,MPII,NaN,NaN,0
912022,SUGOI S/A,SUGOI S/A,SGOI,NaN,NaN,0
912030,OURILANDIA,OURILANDIA,OURI,NaN,NaN,0
912048,TUBARAO S/A,TUBARAO S/A,TUBS,NaN,NaN,0
912063,ARCOS SANEAM,ARCOS SANEAM,ARSP,NaN,NaN,0
912071,BELA LUNA,BELA LUNA,BELE,NaN,NaN,0
912089,QMC TELECOM,QMC TELECOM,QMCT,NaN,NaN,0
912097,NG20 EMPREEN,NG20 EMPREEN,NGEI,NaN,NaN,0
912113,UNICOBA IND,UNICOBA IND,COBA,NaN,NaN,0
912121,FOTOVOLT S P,FOTOVOLT S P,FTSP,NaN,NaN,0
912139,FOTOVOLTSPIV,FOTOVOLTSPIV,SPIV,NaN,NaN,0
912154,UNICOBA AM,UNICOBA AM,UNAZ,NaN,NaN,0
912162,CIMENTO NAC,CIMENTO NAC,CNCC,NaN,NaN,0
912170,AMBARENERGIA,AMBARENERGIA,AMBA,NaN,NaN,0
912188,TSM S/A,TSM S/A,TSMM,NaN,NaN,0
